#{"t_start": 1764939802.515601, "env_id": "highway-construction-v0"}
r,l,t
-2.828705,66,10958.52062
-33.400906,50,10958.932417
-0.045754,125,10959.981357
-50.0,1,10959.991017
-37.289072,21,10960.180384
-34.380009,22,10960.373148
-38.353772,42,10960.746235
-41.606069,92,10961.539716
-4.699656,153,10962.810358
-51.940397,71,10963.458136
18.469821,130,10964.448181
-19.229801,36,10964.753776
-40.120861,20,10964.923402
-45.699391,41,10965.284471
-49.127667,2,10965.299974
58.500874,129,10966.433041
-32.415576,33,10966.706443
-26.449198,24,10966.917692
29.49215,119,10968.013592
-14.704834,53,10968.474245
-31.608194,27,10968.69016
-42.787131,16,10968.82496
9.54316,123,10969.941811
33.30516,147,10971.193144
-50.0,1,10971.202211
41.219092,153,10972.486013
-50.0,1,10972.49543
-49.098335,16,10972.635686
77.307085,144,10973.863963
-50.0,1,10973.873555
7.987405,110,10974.85351
-48.113247,24,10975.05551
-21.97532,64,10975.592467
-13.225602,73,10976.217149
-0.420763,68,10976.815968
-3.202906,46,10977.20218
-50.0,1,10977.219054
-20.28239,29,10977.485674
-50.0,1,10977.496381
-22.188258,54,10977.945942
-10.386969,62,10978.473828
50.80995,169,10979.950146
-25.171494,67,10980.572721
-43.456685,33,10980.849037
-4.665421,51,10981.284942
-15.226543,33,10981.578759
-7.500262,59,10982.102786
-50.0,1,10982.113418
31.893171,136,10983.343482
76.338134,147,10984.645647
-38.037483,73,10985.305228
-13.290991,47,10985.715979
-21.278085,37,10986.03831
46.910456,158,10987.312691
-26.726499,35,10987.607814
-9.19947,131,10988.729417
-50.0,1,10988.746893
0.916476,57,10989.248323
79.618465,172,10990.767434
125.953179,193,10992.457492
-49.34211,2,10992.482621
-48.655333,3,10992.506708
-3.323394,79,10993.173531
-7.424168,58,10993.680432
-50.0,1,10993.689921
60.549274,149,10994.987291
-21.346773,49,10995.403246
-22.491591,67,10995.993185
-27.902871,25,10996.203598
70.110298,183,10997.876926
60.014548,153,10999.266701
-50.0,1,10999.284027
72.142675,225,11001.315847
-32.155947,53,11001.816168
-36.757156,54,11002.330033
-50.0,1,11002.340374
-39.684497,17,11002.494614
-42.687106,11,11002.588708
-46.32058,80,11003.303652
15.577691,128,11004.423773
-31.275284,28,11004.68357
21.902378,155,11006.036879
-25.522859,47,11006.443952
3.598385,156,11007.973243
7.375421,131,11009.06222
-27.713852,48,11009.498452
99.258207,189,11011.017119
-54.445323,69,11011.613553
-64.131281,55,11012.07668
86.371169,196,11013.739496
72.769175,153,11015.237201
-16.501734,76,11015.933303
-11.617221,35,11016.265801
-45.043907,31,11016.539904
130.941694,158,11017.967784
87.173977,152,11019.396268
-63.604994,43,11019.783486
34.347522,204,11021.668139
-34.715036,26,11021.913731
-26.742235,49,11022.325281
-50.0,1,11022.335505
79.464964,183,11023.946274
-7.685985,70,11024.57058
-36.280601,78,11025.25463
59.548664,137,11026.47041
44.844917,167,11027.859349
-50.0,1,11027.868909
-2.8794,59,11028.380198
-40.713338,19,11028.555044
-38.018193,82,11029.304434
28.142698,218,11031.221593
-31.678339,65,11031.81572
-30.447904,27,11032.056895
-43.074987,15,11032.191448
108.22052,168,11033.703678
166.273511,182,11035.352638
-17.498322,51,11035.777563
126.720177,201,11037.470577
30.748195,155,11038.752285
-50.0,1,11038.761755
-39.028469,12,11038.86861
36.768063,118,11039.929144
-24.488443,25,11040.147211
4.685308,186,11041.728698
-41.561149,28,11041.970738
-5.614029,59,11042.477283
-44.058557,19,11042.644158
-13.686452,48,11043.082246
-29.923295,178,11044.549809
-50.0,1,11044.567591
89.351313,163,11045.990039
-16.005868,149,11047.363071
-50.0,1,11047.372667
43.064285,172,11048.841548
-50.0,1,11048.851163
-50.0,1,11048.861471
-38.757334,18,11049.020378
43.616826,177,11050.542834
44.04814,204,11052.466412
26.482869,127,11053.528259
-50.0,1,11053.538461
78.628412,167,11055.12073
-50.0,1,11055.130553
-46.101262,46,11055.538832
-7.097173,57,11056.030606
65.129016,163,11057.443226
-54.210948,100,11058.285003
-28.395022,106,11059.260433
-25.145903,91,11060.126551
7.188451,89,11060.92249
34.804338,204,11062.665567
-50.0,1,11062.675959
-24.850713,44,11063.063029
-28.412582,60,11063.59073
37.456256,127,11064.716915
-26.761862,46,11065.153079
26.955741,144,11066.410352
-50.0,1,11066.421057
48.938868,226,11068.383387
70.592961,194,11070.180488
35.606079,66,11070.773404
8.728434,119,11071.819714
-50.0,1,11071.829498
111.279735,203,11073.598262
31.982612,124,11074.684956
-41.454545,62,11075.289842
-6.836381,102,11076.259866
-44.300504,7,11076.326164
51.72511,176,11077.780229
-37.313832,57,11078.275691
17.917338,200,11080.039917
69.422969,189,11081.681667
-23.735966,46,11082.08986
132.530158,198,11083.854031
101.590078,179,11085.475747
-50.0,1,11085.485622
10.604855,61,11086.150116
71.804313,167,11087.725721
-30.532298,68,11088.331876
-34.386812,52,11088.832055
-23.862638,42,11089.20599
141.507285,193,11090.900643
110.478089,181,11092.50356
11.303998,85,11093.289139
87.87188,203,11095.177763
48.309995,195,11096.969216
111.214487,216,11099.018024
47.189129,161,11100.512334
99.050608,196,11102.153606
-17.287611,71,11102.816456
113.145357,196,11104.447092
-10.08521,57,11104.98789
49.413811,187,11106.633045
98.26402,171,11108.284591
-36.213198,17,11108.439329
-31.36322,24,11108.651739
-52.079875,231,11110.743776
-50.0,1,11110.754663
-21.577545,68,11111.361431
73.628553,186,11113.121453
-50.0,1,11113.132419
81.084087,186,11114.847663
-51.001955,59,11115.366378
107.801079,209,11117.250259
-29.221512,21,11117.438009
13.145972,116,11118.432952
-29.038869,18,11118.592506
-52.483375,44,11118.97763
109.342794,199,11120.870951
-50.0,1,11120.881697
32.004917,168,11122.411933
105.995543,178,11124.012151
-50.0,1,11124.023461
73.303452,165,11125.538342
-44.156363,35,11125.856775
-19.738131,59,11126.388801
3.041271,62,11126.936301
43.33981,142,11128.198408
-4.838794,115,11129.291928
74.093679,151,11130.735997
-50.0,1,11130.746111
-23.537081,89,11131.527875
59.440001,157,11132.889533
-50.0,1,11132.89958
-30.473947,77,11133.589165
-42.978099,21,11133.777307
-23.224648,63,11134.329098
107.625452,195,11136.096347
-36.65105,15,11136.249635
71.731323,206,11138.204228
-36.00916,73,11138.865689
-50.0,1,11138.875588
133.18573,198,11140.587486
-26.681227,24,11140.795992
-16.774234,37,11141.129402
70.784972,204,11142.920945
-50.0,1,11142.931408
-30.641617,48,11143.380154
119.808757,202,11145.084132
-50.0,1,11145.102297
25.335874,190,11146.776136
3.046708,150,11148.190359
67.565651,207,11149.989679
-28.0819,64,11150.552493
6.795789,168,11152.136091
-18.036327,45,11152.533814
106.188819,181,11154.223258
104.748462,203,11156.126663
-22.516711,44,11156.500835
-360.113215,300,11159.093866
-36.489852,14,11159.217184
132.598686,203,11161.016684
-3.283125,151,11162.316227
23.716618,102,11163.284938
-50.0,1,11163.294501
78.933247,183,11164.905814
-50.0,1,11164.916074
126.085485,180,11166.566145
2.654935,198,11168.236057
73.801736,206,11170.031793
108.336303,198,11171.750062
-50.0,1,11171.759804
85.19443,213,11173.636771
-41.584582,73,11174.276982
59.294057,153,11175.541815
83.056285,162,11177.01731
101.950841,215,11179.001575
93.024827,198,11180.731434
117.777026,181,11182.29885
106.651929,212,11184.203616
-42.507307,16,11184.347259
-50.0,1,11184.357392
-50.0,1,11184.36731
-50.0,1,11184.384151
-15.448684,63,11184.908509
87.234815,188,11186.515053
89.697515,219,11188.583808
137.000221,202,11190.510736
33.716088,149,11191.870853
15.556623,142,11193.088864
28.998211,108,11194.058839
124.474133,206,11196.008861
110.085279,205,11197.936327
-50.0,1,11197.946651
122.475276,207,11199.681656
75.680417,214,11201.536587
126.090294,204,11203.445807
-50.0,1,11203.456793
14.037512,188,11205.162043
67.00347,170,11206.678025
-50.0,1,11206.694855
-50.0,1,11206.705219
-50.0,1,11206.715434
80.432837,159,11208.150776
69.467266,157,11209.451412
-34.46303,67,11210.001957
-49.14211,2,11210.01877
62.861259,150,11211.347151
142.359906,188,11213.081315
5.169322,64,11213.715418
-35.895679,14,11213.835488
-22.016156,58,11214.334327
-37.537539,50,11214.786131
-39.645618,20,11214.970182
-50.0,1,11214.988192
133.927818,180,11216.545027
29.337644,135,11217.658825
112.789666,183,11219.250754
120.603496,199,11221.025414
109.678404,187,11222.559584
-18.228638,108,11223.490797
-21.864411,29,11223.746709
-50.0,1,11223.756858
-37.016746,37,11224.083944
-37.98433,67,11224.723535
6.724953,175,11226.311554
49.447976,139,11227.533809
91.263371,201,11229.358259
-50.0,1,11229.368393
100.483825,188,11230.955447
35.531489,162,11232.30909
14.294554,116,11233.316881
-49.845878,30,11233.58627
148.50435,178,11235.226349
103.812741,192,11236.911144
66.792193,199,11238.798783
32.363758,170,11240.330853
65.487021,152,11241.667728
8.415133,73,11242.33535
107.003478,186,11244.008988
75.094466,224,11246.030406
36.406452,179,11247.669977
-50.0,1,11247.687971
15.835134,181,11249.253631
19.270859,131,11250.384125
-50.0,1,11250.394354
-10.641194,63,11250.974296
-48.124737,31,11251.257329
-11.842957,122,11252.355087
30.363322,184,11254.041953
-50.0,1,11254.052361
83.827756,172,11255.566066
-33.878627,59,11256.075125
144.172174,171,11257.547259
-32.855263,48,11257.961656
122.193554,196,11259.808943
-48.389522,37,11260.140828
-40.360286,45,11260.541081
7.247593,110,11261.538743
151.867974,196,11263.250095
124.25406,199,11265.096238
-14.597828,61,11265.673711
-45.614406,12,11265.783882
-52.169584,34,11266.075411
66.714109,217,11267.915793
-50.0,1,11267.932898
-51.495393,84,11268.681933
39.885867,171,11270.100637
100.655906,190,11271.788729
-31.801371,37,11272.114175
-50.338911,3,11272.148672
-31.467498,57,11272.69495
-30.176904,33,11272.987043
112.968676,197,11274.709738
-40.57934,60,11275.263213
72.087991,179,11276.812303
80.684256,203,11278.644748
-45.457221,53,11279.10083
-119.239099,304,11281.929059
-50.0,1,11281.946501
21.217797,174,11283.424143
-39.490463,14,11283.554164
104.381854,160,11284.974909
153.755181,194,11286.659967
118.721015,184,11288.31865
-56.37376,54,11288.806193
53.144511,195,11290.461699
118.546582,206,11292.250218
76.632694,142,11293.507097
72.314775,214,11295.557913
-12.717757,64,11296.157037
77.979171,170,11297.67476
-2.154282,112,11298.629652
80.449987,176,11300.246626
23.688654,139,11301.529292
-6.181801,121,11302.584088
77.312457,182,11304.136843
77.243793,213,11305.872312
-26.078413,102,11306.848353
106.245311,188,11308.463062
28.840452,184,11310.192823
83.015375,213,11312.222356
-10.018117,103,11313.212469
-39.043304,60,11313.797044
-50.0,1,11313.80691
90.583728,180,11315.512405
-50.0,1,11315.523621
-45.959581,4,11315.563407
121.071811,175,11317.050373
84.846923,163,11318.416264
82.635739,204,11320.227587
112.554452,172,11321.806217
-35.856739,78,11322.498988
-440.964545,600,11327.534
-50.0,1,11327.544384
108.810104,179,11329.125929
47.872454,197,11330.887884
-39.992331,11,11330.989394
-23.252639,69,11331.590519
-33.907412,29,11331.848763
34.088768,184,11333.396829
-50.0,1,11333.407901
110.342422,187,11335.130142
-32.857596,68,11335.770475
-41.787322,13,11335.897677
-6.864424,210,11337.691238
-24.530877,48,11338.143589
113.950212,176,11339.747426
97.902135,207,11341.65392
-50.0,1,11341.663829
10.725338,104,11342.611086
-28.431636,76,11343.275224
73.480875,191,11345.062495
41.910731,151,11346.376079
-19.707206,47,11346.803783
-44.508001,8,11346.877242
-47.214231,5,11346.923159
148.54328,189,11348.563894
69.357866,208,11350.499676
-6.037366,117,11351.518544
-31.690357,47,11351.925381
-12.448051,94,11352.744272
-14.035304,36,11353.062057
82.700698,213,11354.9434
91.231606,218,11357.021631
69.371758,159,11358.412508
6.890836,168,11359.805957
68.335688,192,11361.484794
137.316361,195,11363.206747
-18.429553,70,11363.853704
-38.474939,50,11364.32754
45.212439,184,11365.950383
-50.0,1,11365.96047
115.223728,192,11367.636162
40.760699,146,11368.918382
-29.482406,34,11369.225636
8.335509,148,11370.554379
106.246589,191,11372.190954
-43.370738,9,11372.279288
76.436321,170,11373.924408
119.228061,178,11375.484843
-50.0,1,11375.495086
-15.444237,65,11376.092854
52.512013,207,11377.906896
94.345837,178,11379.473111
108.4445,188,11381.178251
131.137957,205,11383.115101
-50.0,1,11383.12617
-50.922394,34,11383.448458
68.110602,212,11385.418612
52.850601,190,11387.129911
64.398803,141,11388.381023
31.443008,163,11389.860061
-35.198221,81,11390.587677
-34.465242,68,11391.179717
-41.120231,42,11391.570256
41.556736,174,11393.190083
-27.510499,50,11393.621167
156.078452,187,11395.264822
-30.89641,186,11396.835163
-15.715302,46,11397.244631
106.605169,166,11398.713374
-29.519025,38,11399.07705
51.718586,168,11400.500133
-45.571144,31,11400.76955
118.571235,197,11402.561327
38.229538,134,11403.748052
73.952569,167,11405.369889
-16.076095,112,11406.42093
47.625536,162,11407.823359
128.560402,186,11409.451044
118.907429,181,11411.19013
100.85352,184,11412.947336
113.701649,206,11414.715348
-50.0,1,11414.725537
117.032453,185,11416.315468
55.426911,153,11417.667791
72.791227,159,11419.15023
-50.0,1,11419.167723
124.235881,190,11420.753988
-19.510504,65,11421.328878
137.71066,193,11423.092822
-50.0,1,11423.102837
95.064335,210,11425.098738
-71.121625,77,11425.836202
132.881068,198,11427.668178
-50.0,1,11427.678154
131.936721,202,11429.527596
-50.0,1,11429.538757
-36.830892,35,11429.846231
123.18175,194,11431.614719
29.834006,120,11432.682426
-24.212091,76,11433.405333
117.623194,203,11435.259985
92.411863,194,11437.115012
13.305561,107,11438.027033
141.338535,200,11439.844867
118.314262,212,11441.825558
-50.0,1,11441.842458
-40.625232,46,11442.262875
91.169863,187,11443.894879
-69.963085,85,11444.627819
-47.310667,5,11444.670988
34.811836,166,11446.054206
-35.639835,43,11446.471944
56.299353,166,11447.9028
97.263663,164,11449.435895
126.534347,185,11451.122178
149.422344,186,11452.822909
1.386151,118,11453.898442
-10.76193,56,11454.363889
-51.315909,18,11454.529596
92.765363,190,11456.205268
93.721526,174,11457.70284
134.806057,193,11459.434518
17.542372,197,11461.124976
64.164114,195,11462.802289
127.569937,188,11464.454885
135.888657,202,11466.281292
110.259893,186,11467.818018
49.68557,132,11468.988103
103.231813,195,11470.80414
99.379624,189,11472.553343
70.15239,213,11474.455711
71.856979,172,11475.980097
128.933834,201,11477.890696
46.802142,169,11479.376596
74.946669,166,11480.8372
100.221533,213,11482.893491
136.504355,181,11484.487997
32.364103,138,11485.663652
-24.684269,82,11486.387215
63.950433,185,11488.145914
84.207795,206,11489.896834
104.074445,181,11491.459062
-46.842012,58,11491.991805
76.737847,167,11493.477454
-50.0,1,11493.487771
100.448557,170,11495.109427
126.302532,194,11496.934861
-19.591144,48,11497.324667
43.553335,209,11499.131697
129.987461,198,11500.962081
50.557602,175,11502.496703
116.539367,170,11504.121663
70.482798,186,11505.74773
-9.137302,72,11506.397818
-21.455906,200,11508.168134
-50.0,1,11508.178338
-23.87945,54,11508.63977
38.737096,180,11510.191807
50.420327,165,11511.616024
-34.22172,66,11512.199554
112.075492,159,11513.59238
-33.210599,24,11513.816864
-38.829054,23,11514.027783
105.04659,200,11515.708813
-33.081167,32,11515.990584
64.018718,175,11517.537689
53.652826,93,11518.369811
91.948281,192,11520.155575
-46.454169,6,11520.207795
80.173536,196,11521.911712
47.070346,175,11523.40931
43.776991,222,11525.504803
93.451005,164,11526.923646
92.81769,204,11528.710483
24.683679,169,11530.277445
9.812615,107,11531.238738
174.130617,181,11532.926261
26.405824,124,11534.075528
-29.500615,32,11534.376638
-39.055879,29,11534.648014
-50.0,1,11534.658308
-37.212995,9,11534.745537
59.537065,152,11536.026122
136.850278,169,11537.583286
-48.187871,55,11538.063689
-50.0,1,11538.074576
66.048476,224,11540.187692
141.130208,188,11541.854921
80.872593,178,11543.392797
143.721637,204,11545.173702
64.432286,167,11546.6388
88.24677,199,11548.375311
132.607927,177,11549.877093
80.880068,165,11551.356645
150.228035,192,11553.08742
5.297227,211,11554.812027
96.589276,169,11556.325294
46.252784,177,11557.953028
151.173169,190,11559.707726
72.62213,170,11561.207324
25.35769,170,11562.665323
124.403618,194,11564.471916
129.483898,155,11565.786471
72.540989,202,11567.615016
91.89861,163,11569.043049
84.693441,173,11570.59563
-38.83934,11,11570.697327
13.300742,108,11571.615186
121.37766,189,11573.279326
131.179731,181,11574.77151
130.82041,165,11576.285966
-22.763142,76,11576.984394
-5.295405,115,11578.030239
121.091618,187,11579.652758
122.736858,188,11581.369638
-50.0,1,11581.379308
129.167681,182,11583.100351
-50.0,1,11583.110256
104.704538,191,11584.940124
50.592039,146,11586.274772
136.622787,180,11587.840412
71.376483,189,11589.475413
120.29236,195,11591.321395
87.433831,176,11592.837514
-35.382257,39,11593.182507
-36.916022,69,11593.796357
100.903418,191,11595.525417
110.340217,212,11597.412789
131.50675,164,11598.980639
-50.0,1,11598.99097
96.094037,171,11600.518069
96.005017,211,11602.469983
37.373648,137,11603.72839
-44.290742,48,11604.152356
-17.220581,44,11604.542433
86.22505,182,11606.115031
108.771814,194,11607.818365
-18.84133,54,11608.277457
50.490286,186,11609.962021
114.427261,184,11611.682661
-50.0,1,11611.692817
131.370558,176,11613.239043
85.381171,192,11615.054564
70.304886,176,11616.639644
120.339138,187,11618.277941
85.258509,182,11619.955281
133.945332,175,11621.491278
120.422704,203,11623.26453
29.597523,124,11624.355734
148.881959,190,11626.005623
125.287137,181,11627.630627
167.854479,179,11629.265092
-17.545123,111,11630.220087
124.037123,188,11631.938546
7.6679,60,11632.486695
-50.0,1,11632.496906
40.414216,149,11633.785933
-12.786511,98,11634.683242
67.569385,151,11635.98641
103.417984,184,11637.619687
123.504311,176,11639.178623
-9.346138,72,11639.815168
111.712574,183,11641.497346
138.574803,188,11643.214577
-48.289838,3,11643.238218
54.06157,154,11644.591386
81.940626,160,11646.049822
182.354277,186,11647.630301
-39.013132,28,11647.876553
57.188137,179,11649.54918
82.995145,206,11651.47396
-50.0,1,11651.484205
-50.0,1,11651.493969
99.435162,206,11653.453627
149.77427,184,11655.165001
-10.571094,114,11656.17258
-41.6323,36,11656.506552
36.582504,157,11657.993597
103.65486,191,11659.715903
172.813902,177,11661.263483
77.658812,184,11662.944293
22.477406,168,11664.366418
131.252197,179,11666.090535
-36.565704,76,11666.760548
146.54897,173,11668.30589
91.471131,185,11669.965549
81.451287,210,11671.735814
123.392818,194,11673.553265
-16.646539,149,11674.938112
151.798317,187,11676.689714
-20.04229,54,11677.180911
144.828672,179,11678.751806
-6.765188,72,11679.4366
136.199293,177,11680.998154
48.167158,150,11682.323365
-31.385315,75,11683.014866
60.382048,199,11684.845574
85.900012,175,11686.442947
82.148794,155,11687.829806
-50.0,1,11687.840519
129.511733,187,11689.605278
92.225091,170,11691.152511
-50.0,1,11691.163496
124.369565,187,11692.805842
-60.670814,74,11693.532237
7.504498,136,11694.864002
142.684314,199,11696.74239
121.955042,188,11698.366266
112.398972,184,11700.066649
-42.776451,23,11700.270808
5.273234,64,11700.849745
71.135983,155,11702.193282
-28.165518,57,11702.711982
62.113025,225,11704.702864
-41.813057,8,11704.780682
73.996704,145,11706.136852
150.547877,183,11707.748801
-43.889328,31,11708.036232
108.384821,203,11709.755853
138.83808,198,11711.459035
49.981261,195,11713.175039
-35.907208,73,11713.832853
111.114172,182,11715.456963
-21.216197,68,11716.079537
130.009426,184,11717.712837
88.775726,162,11719.133447
115.324675,180,11720.696168
-43.793667,8,11720.770605
80.289518,175,11722.39693
0.993605,68,11722.983504
112.974343,189,11724.648685
-38.225977,26,11724.880636
36.397835,127,11726.064988
114.584558,197,11727.874981
142.840231,200,11729.627934
137.45833,197,11731.389571
-46.674336,21,11731.575043
-50.0,1,11731.592774
115.298077,181,11733.132976
116.094896,181,11734.817058
-50.0,1,11734.827351
68.291485,189,11736.488179
-47.841979,42,11736.843184
-13.64955,68,11737.430036
162.073789,193,11739.293821
-50.0,1,11739.310742
47.402224,128,11740.432353
-50.0,1,11740.442534
114.913409,192,11742.130892
-42.797008,25,11742.354151
6.724626,121,11743.450714
59.488153,164,11744.979957
-30.087167,76,11745.6438
88.00773,178,11747.305621
-31.886434,35,11747.615658
5.35097,93,11748.448895
140.022616,198,11750.203809
-50.0,1,11750.220902
134.269379,181,11751.833661
-45.422119,61,11752.355743
95.221924,190,11754.048927
19.435138,95,11754.89059
50.876743,180,11756.407199
115.417346,195,11758.104587
71.796126,209,11760.028452
138.622916,185,11761.780932
-46.759954,56,11762.256805
121.57219,189,11763.913335
93.443287,207,11765.850865
93.101547,192,11767.619147
126.91831,184,11769.270695
23.610914,123,11770.417962
127.990984,187,11772.12213
126.319596,195,11773.962912
124.404456,191,11775.675346
74.399585,193,11777.331309
144.512365,183,11778.998854
59.421445,180,11780.55701
146.508133,193,11782.273621
-40.01699,173,11783.773967
157.36508,186,11785.470129
135.606221,183,11787.054425
114.759872,190,11788.771551
-46.061055,48,11789.21735
99.664378,197,11790.895473
120.693901,179,11792.602625
-35.94334,35,11792.907907
-50.0,1,11792.918194
-8.110584,38,11793.264765
70.59913,196,11795.143309
57.012076,181,11796.716857
84.007257,170,11798.11384
31.25707,181,11799.667853
114.574155,188,11801.293071
76.13716,205,11803.111866
120.152502,167,11804.641633
104.802689,171,11806.10273
148.00435,191,11807.764685
114.029707,162,11809.212597
25.702923,136,11810.491197
148.573465,186,11812.124211
-40.529992,13,11812.249599
120.775852,182,11813.872614
57.766021,149,11815.175712
115.301467,203,11817.10238
123.046006,184,11818.74452
-50.0,1,11818.754952
168.419611,183,11820.386065
105.065395,172,11821.896934
110.064402,186,11823.593443
91.665508,154,11825.060493
104.602055,178,11826.614921
61.740624,173,11828.118806
-44.934952,11,11828.226369
122.64786,175,11829.846485
63.435855,161,11831.206913
-28.045459,88,11832.010237
86.175539,206,11833.778762
151.873835,188,11835.47772
108.612721,185,11837.03624
-8.869992,70,11837.680141
80.748407,172,11839.159544
-50.0,1,11839.176921
-50.0,1,11839.186886
134.049201,199,11841.038558
12.031939,200,11842.76723
98.96857,180,11844.412402
94.964035,179,11846.056634
15.100995,87,11846.826377
112.602912,181,11848.398728
140.894972,183,11849.993999
29.213227,143,11851.358638
133.397098,173,11852.88127
-31.853049,29,11853.13
-25.089996,33,11853.443229
74.258533,173,11855.016125
-50.0,1,11855.025954
102.111891,178,11856.629407
93.415366,159,11857.967658
164.993956,186,11859.738363
52.369376,174,11861.306869
7.847025,154,11862.582615
129.206787,190,11864.335454
134.374341,180,11865.842943
133.286583,184,11867.411518
-33.217293,55,11867.920209
-51.020148,25,11868.137056
61.252366,159,11869.511441
112.185981,167,11870.969555
-2.59003,73,11871.64409
101.438363,198,11873.416544
86.546559,185,11875.093581
-32.743542,53,11875.545967
136.599069,183,11877.081063
65.854868,219,11879.022699
152.480145,184,11880.57289
137.354391,187,11882.149962
-50.0,1,11882.168638
101.424806,168,11883.714387
-15.068117,63,11884.249144
-41.434476,16,11884.384588
-50.0,1,11884.403473
102.003426,192,11886.108001
138.548217,171,11887.758443
99.711058,183,11889.381885
151.00499,187,11891.138554
146.668375,183,11892.827317
-30.795967,29,11893.10945
74.709782,174,11894.509761
118.963455,203,11896.418995
-24.151438,67,11897.068336
-50.0,1,11897.078358
70.853153,174,11898.704367
-45.143416,40,11899.059556
135.285823,172,11900.66629
80.532965,172,11902.201425
167.203862,169,11903.686708
151.116674,181,11905.292355
140.846318,182,11907.030117
119.679485,175,11908.719982
107.052657,174,11910.299685
-6.013016,114,11911.264584
111.111709,171,11912.746269
93.797416,192,11914.475594
164.318414,185,11916.185036
123.926172,181,11917.735248
135.674682,188,11919.361156
77.367186,181,11920.974191
1.354901,81,11921.726002
141.852173,192,11923.292316
-33.577403,44,11923.686463
19.204406,129,11924.855672
67.266473,191,11926.657182
140.305106,178,11928.369776
94.522682,193,11930.05719
3.409914,103,11931.007544
-49.14211,2,11931.025793
156.533077,183,11932.658143
89.472871,163,11934.039352
145.3112,180,11935.723779
10.466131,73,11936.37716
134.520331,193,11937.982572
57.29578,186,11939.577409
109.235138,176,11941.132486
18.795053,130,11942.380917
-57.226523,67,11942.978225
-51.593401,13,11943.096541
-43.2098,25,11943.325198
-19.262275,74,11943.999346
97.892425,187,11945.619175
-33.103533,63,11946.161559
17.358212,105,11947.157143
115.723043,193,11948.834972
109.20473,160,11950.269154
161.320681,176,11951.899391
-50.0,1,11951.909851
-18.549778,61,11952.445706
-16.932096,85,11953.208719
94.485767,183,11954.707698
120.679927,181,11956.357548
-50.0,1,11956.367339
140.095461,181,11958.058539
-34.554285,13,11958.17509
-50.0,1,11958.192415
-50.0,1,11958.202449
179.026601,182,11959.801833
-50.0,1,11959.818961
-50.0,1,11959.829715
83.038362,180,11961.311611
162.667372,172,11962.822417
90.760144,159,11964.285445
-32.652567,31,11964.574834
169.030555,193,11966.34782
-48.957383,25,11966.567647
10.049224,81,11967.308075
147.025324,188,11968.975435
84.540789,153,11970.424486
-50.0,1,11970.441391
82.470516,186,11972.179661
62.326051,196,11974.017105
-48.289838,3,11974.049755
94.923333,197,11975.833696
80.421076,154,11977.206196
75.691211,133,11978.408354
-31.474267,18,11978.574646
98.559166,168,11980.066855
-50.0,1,11980.08604
85.555048,174,11981.670017
-41.276727,12,11981.784287
-32.176109,74,11982.497835
117.137139,185,11984.156564
121.56386,181,11985.758615
76.016986,146,11987.024692
-45.631281,5,11987.073968
-13.393388,37,11987.390995
92.942106,175,11989.049537
92.169172,184,11990.728388
104.720965,181,11992.303388
149.49299,176,11993.897011
80.87613,174,11995.358028
86.903298,141,11996.57072
-23.506452,40,11996.931888
-35.662461,24,11997.139855
-49.261575,26,11997.376078
-40.326403,46,11997.810876
100.041405,176,11999.37972
125.368587,165,12000.803268
-50.0,1,12000.813036
-50.0,1,12000.830799
151.730034,164,12002.302768
150.645505,184,12003.92318
80.423997,160,12005.386257
168.933797,172,12006.978883
-27.396845,51,12007.447745
152.6381,172,12009.065059
134.024658,174,12010.596145
-34.483845,21,12010.794603
37.406247,166,12012.413531
146.315196,180,12013.969051
154.029088,188,12015.569676
-50.0,1,12015.580757
-20.782926,92,12016.397922
138.350388,190,12018.119758
178.776434,173,12019.721096
29.442706,155,12021.13003
118.978817,186,12022.718438
-50.0,1,12022.729194
129.631736,185,12024.451256
114.596597,181,12026.055694
98.589698,185,12027.61224
-47.063034,9,12027.694818
66.78222,181,12029.291989
73.047822,189,12030.945235
23.747987,145,12032.246495
-17.4004,73,12032.894883
133.758988,187,12034.433455
87.640663,215,12036.338291
1.388041,193,12038.049822
85.911888,158,12039.445821
120.770548,158,12040.833106
67.725381,147,12042.155166
-36.56181,54,12042.638425
83.682556,179,12044.174582
-49.34211,2,12044.19259
118.673802,185,12045.857794
106.071116,187,12047.433639
137.752222,179,12049.07743
71.234291,121,12050.157275
80.851606,181,12051.809427
-43.146084,17,12051.973344
154.399533,185,12053.661931
132.388617,178,12055.346062
64.252654,190,12056.95564
22.410657,129,12058.097916
137.53733,186,12059.699774
-50.0,1,12059.710805
116.549386,166,12061.118357
-50.0,1,12061.128472
-3.269873,58,12061.641269
-6.137989,86,12062.384393
-12.732769,53,12062.890317
-50.0,1,12062.900927
-26.906804,100,12063.756516
114.35169,155,12065.147693
84.860888,161,12066.506365
17.743427,67,12067.086933
-19.166552,84,12067.852798
157.595524,179,12069.352687
122.966856,171,12070.867844
-26.160781,82,12071.55973
-50.0,1,12071.569643
132.546292,176,12073.208849
74.641019,166,12074.611805
158.814708,178,12076.225474
-13.127779,90,12077.025874
150.379978,168,12078.474711
140.922762,189,12080.281758
122.27214,188,12081.964383
50.76626,140,12083.139073
133.752651,185,12084.730283
102.853851,187,12086.302804
150.652624,184,12087.925884
173.737468,175,12089.606077
-30.322097,43,12089.980929
-40.9999,50,12090.409201
-32.76803,39,12090.761484
